set,itemId,category,year,make,model,partNumber,outcome,base_status,final_status,errorIds,vcdbResolved,modelMatched,trimMatched,engineMatched,pairs,listingHasAces
"main","v1|286732084833|0","Exterior Parts & Accessories","2017","Mazda","3","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","16","true"
"main","v1|332610574706|0","Exterior Parts & Accessories","2008","Scion","xD","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|366334595025|0","Exterior Parts & Accessories","2014","Chevrolet","Traverse","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|236535200128|0","Exterior Parts & Accessories","2014","Chevrolet","Traverse","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|112146486411|0","Exterior Parts & Accessories","2015","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|262592140875|0","Exterior Parts & Accessories","2015","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|366479687200|0","Exterior Parts & Accessories","2024","Nissan","Frontier","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|406732302218|0","Exterior Parts & Accessories","2024","Nissan","Frontier","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|236908559710|0","Exterior Parts & Accessories","2025","Subaru","Outback","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|298158618140|0","Exterior Parts & Accessories","2025","Subaru","Outback","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","7","true"
"main","v1|376216099650|0","Exterior Parts & Accessories","2024","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|358353852180|0","Exterior Parts & Accessories","2024","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|396482675815|0","Exterior Parts & Accessories","2023","Dodge","Hornet","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|377233995113|0","Exterior Parts & Accessories","2023","Dodge","Hornet","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","2","true"
"main","v1|318503068049|0","Exterior Parts & Accessories","2018","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|235310191879|0","Exterior Parts & Accessories","2018","Chevrolet","Silverado","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|206305489589|0","Brakes & Brake Parts","2023","Hyundai","Elantra","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","18","true"
"main","v1|297961286620|0","Interior Parts & Accessories","2018","Lexus","NX","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|306354086331|0","Interior Parts & Accessories","2018","Lexus","NX","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|287444457132|0","Interior Parts & Accessories","2011","Honda","Odyssey","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|307011280952|0","Interior Parts & Accessories","2011","Honda","Odyssey","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|363866539802|0","Exterior Parts & Accessories","2018","Lexus","NX","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|155974161688|0","Exterior Parts & Accessories","2018","Lexus","NX","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|188592922820|0","Exterior Parts & Accessories","2019","Mercedes-Benz","C-Class","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|227398572499|0","Grilles","2019","Mercedes-Benz","C-Class","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|178285765789|0","Wheels, Tires & Parts","2021","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|206382026000|0","Wheels, Tires & Parts","2021","Chevrolet","Equinox","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|206404573534|0","Starters, Alternators, ECUs & Wiring","2022","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|366392138871|0","Starters, Alternators, ECUs & Wiring","2022","Chevrolet","Equinox","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|306420632005|0","Exterior Parts & Accessories","2023","Ford","Bronco","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|277752416302|0","Exterior Parts & Accessories","2021","Chrysler","Pacifica","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","18","true"
"main","v1|147296627252|0","Exterior Parts & Accessories","2021","Chrysler","Pacifica","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|285628004583|0","Exterior Parts & Accessories","2020","Honda","CR-V","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","4","true"
"main","v1|196192372577|0","Interior Parts & Accessories","2020","Honda","CR-V","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|166809502369|0","Wheels, Tires & Parts","2021","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|266313580428|0","Wheels, Tires & Parts","2021","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|325806823616|0","Air & Fuel Delivery","2022","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|267121715982|0","Air & Fuel Delivery","2022","Toyota","Corolla","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|286845159668|0","Exterior Parts & Accessories","2025","Volkswagen","Jetta","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|167769619959|0","Exterior Parts & Accessories","2025","Volkswagen","Jetta","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|306111106683|0","Interior Parts & Accessories","2020","Tesla","Model X","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|395566450445|0","Interior Parts & Accessories","2020","Tesla","Model X","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|357074134585|0","Engine Cooling Components","2020","Chrysler","Pacifica","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|126905453552|0","Engine Cooling Components","2020","Chrysler","Pacifica","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
"main","v1|137460299545|0","Exterior Parts & Accessories","2025","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|358755607689|626799631962","Exterior Parts & Accessories","2025","Honda","Civic","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|318512024412|0","Transmission & Drivetrain","2021","BMW","X1","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|267647634208|0","Transmission & Drivetrain","2021","BMW","X1","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|254700692037|0","Exterior Parts & Accessories","2024","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|195893795931|0","Air Conditioning & Heating","2020","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","24","true"
"main","v1|127916266864|0","Air Conditioning & Heating","2020","Kia","Forte","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|278151882399|0","Steering & Suspension","2013","Mazda","6","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|186930136765|0","Steering & Suspension","2013","Mazda","6","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|365767081907|0","Lighting & Lamps","2016","Volkswagen","Jetta","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","54","true"
"main","v1|375030238587|0","Lighting & Lamps","2016","Volkswagen","Jetta","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","54","true"
"main","v1|132336550371|0","Brakes & Brake Parts","2021","Volkswagen","Tiguan","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|406442190009|0","Motor Oil","2021","Volkswagen","Tiguan","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|354517170281|0","Lighting & Lamps","2015","Hyundai","Elantra","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|167507034862|0","Lighting & Lamps","2015","Hyundai","Elantra","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","8","true"
"main","v1|800296504030|0","Brakes & Brake Parts","2020","Subaru","Forester","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|389299322525|0","Brakes & Brake Parts","2020","Subaru","Forester","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","3","true"
"main","v1|157623661295|0","Engine Cooling Components","2021","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","16","true"
"main","v1|176620010822|0","Engine Cooling Components","2021","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","16","true"
"main","v1|267695837094|0","Exterior Parts & Accessories","2024","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|137325217646|0","Exterior Parts & Accessories","2024","GMC","Sierra","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|127798899947|428999073793","Exterior Parts & Accessories","2018","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|178184065225|0","Exterior Parts & Accessories","2018","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|398135221820|0","Engine Cooling Components","2018","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|325723155850|0","Engine Cooling Components","2018","Chevrolet","Silverado","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|296089399763|0","Exterior Parts & Accessories","2020","GMC","Terrain","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","6","true"
"main","v1|176904017531|0","Exterior Parts & Accessories","2020","GMC","Terrain","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","6","true"
"main","v1|398028501798|0","Exterior Parts & Accessories","2019","Ram","1500","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","28","true"
"main","v1|406399212362|0","Exterior Parts & Accessories","2019","Ram","1500","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","28","true"
"main","v1|406920316317|0","Starters, Alternators, ECUs & Wiring","2018","Lexus","NX","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|358685760803|0","Advanced Driver Assistance Systems","2018","Lexus","NX","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|158066469850|0","Steering & Suspension","2023","Ford","F-150","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","35","true"
"main","v1|277228621890|0","Steering & Suspension","2023","Ford","F-150","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|127848103932|0","Exterior Parts & Accessories","2020","Honda","Accord","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|377333249625|0","Exterior Parts & Accessories","2020","Honda","Accord","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","12","true"
"main","v1|137363202009|0","Exterior Parts & Accessories","2016","Ford","F-150","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|406943592563|0","Exterior Parts & Accessories","2016","Ford","F-150","","UND_LISTING_NO_ACES","ERR_400","ERR_400","11505","false","false","false","false","0","false"
"main","v1|177372629945|0","Exterior Parts & Accessories","2020","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","24","true"
"main","v1|397004263922|0","Exterior Parts & Accessories","2020","Kia","Forte","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","24","true"
"main","v1|358646919039|0","Air Conditioning & Heating","2017","Honda","CR-V","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|197828624784|0","Air Conditioning & Heating","2017","Honda","CR-V","","NOT_COMPATIBLE","NOT_COMPATIBLE","NOT_COMPATIBLE","","false","false","false","false","0","true"
"main","v1|277882378960|0","Lighting & Lamps","2021","Toyota","Corolla","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","21","true"
"main","v1|396664287055|0","Lighting & Lamps","2021","Toyota","Corolla","","NOT_COMPATIBLE","UNDETERMINED","NOT_COMPATIBLE","","true","true","true","true","21","true"
"main","v1|117275506394|0","Lighting & Lamps","2017","Toyota","Yaris","","COMPATIBLE","UNDETERMINED","COMPATIBLE","","true","true","true","true","21","true"
