itemId,year,make,model,source,compat_verdict,would_filter,detail,title
"v1|406427121043|0","2011","Volvo","XC60","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Hood Latch Release Cable Fit for Volvo XC60 2010-2016 No.31297545 - Pack of 1"
"v1|275981728427|0","2014","Infiniti","Q50","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","CAPA For 2013-2020 Pathfinder Bumper Reflector Rear, Left Red Plastic NI1184101C"
"v1|278138280806|0","2022","Acura","MDX","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Rear Door For Mdx Assy Gry Pwr 5D1 Left"
"v1|126246886566|0","2019","Ram","1500","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","CHRYSLER OEM 02-25 1500 Classic Bumper Components-Mount Bracket Nut 6101678"
"v1|202822581333|0","2014","Cadillac","ATS","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","OEM NEW GENUINE GM Front Grille Assembly w/Cadillac Emblem 13-14 ATS 22976330"
"v1|333379944489|0","2017","Buick","Envision","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","BLUE PRINT Tie Rod End Front Right For NISSAN Kubistar RENAULT 95-16 485200151R"
"v1|167243992094|0","2019","Subaru","Impreza","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Front Bumper Lower Grille Intake Cover 57731FL30A For 2017-2019 Subaru Impreza"
"v1|366438465959|0","2018","Chevrolet","Silverado","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine GM Hood Emblem 84690480"
"v1|236407271399|0","2020","Kia","Forte","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","OEM 2017 - 2025 Hyundai Genesis Headlamp Retainer Assy Clip LH RH 92173 F2000"
"v1|318347782766|0","2025","Genesis","GV70","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","⭐ Genuine ⭐ P.A.S Ultrasonic Sensor For 2022-2025 Hyundai Genesis 99310AR000CA"
"v1|366470176793|0","2023","Tesla","Model 3","EXACT_MPN_MATCH","UNDETERMINED","false","our_vcdb_unresolved","Fender For Tesla Model 3 2017-2023 Front Right Passenger Side RH 1081400E0D"
"v1|147296242451|0","2019","Jeep","Grand","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine Mopar Lift-Gate Nameplate 68236144AB"
"v1|267695837094|0","2024","GMC","Sierra","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Genuine GM Black Rear Driver Side Pickup Box Paint Protector 84660786"
"v1|147343790193|0","2020","Honda","CR-V","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Cruise Control Distance Sensor Fits 2020-2022 Honda CR-V L4 1.5L Gas 36801TNYA03"
"v1|236168775095|0","2020","Ford","F-150","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","FORD OEM 15-16 F-150 Rear Fender Panel-Bed-Panel Extension Right FL3Z9900374A"
"v1|388432744849|0","2021","BMW","X1","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","2016-2022 BMW F48 X1 Rear Right Side Complete Door Shell Panel White A96/0 OEM"
"v1|147005028763|0","2018","Mazda","CX-3","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","For 2017 2018 Mazda 3 Sedan/Hatchback Fog Light Assembly Driver CAPA | MA2592128"
"v1|388735738579|0","2021","Toyota","Corolla","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","SET OF 8 BUMPER TO FENDER CLIPS! FOR 2018+ TOYOTA CAMRY COROLLA VENZA LEXUS ETC"
"v1|137444170529|0","2008","Scion","xD","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","LEXUS 92-00 SC300 SC400 OEM LEFT OR RIGHT MUFFLER EXHAUST TAIL PIPE CHROME TIP"
"v1|365682518531|0","2019","Dodge","Durango","MPN_FOUND_IN_TITLE_TOKEN","COMPATIBLE","false","aligned_compat","New Front Center Bumper Cover Molding fits 2018-2020 Dodge Durango 68377772AA"
"v1|358692295838|0","2023","Hyundai","Elantra","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","86561IB000NC5 - COVER-BLANKING FR FOG LH - Hyundai"
"v1|363866539802|0","2018","Lexus","NX","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Genuine OEM Rear Parking Aid Sensor Housing For Lexus ES300h ES350"
"v1|277966263780|0","2019","Mercedes-Benz","C-Class","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine Mercedes W205 C-Class AMG Front Black Chrome Radiator Grille A2058881200"
"v1|357074134585|0","2020","Chrysler","Pacifica","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Radiator Support Core 68292241AB Fits 2020-2023 Chrysler Voyager 17-23 Pacifica"
"v1|178090594228|0","2025","Volkswagen","Jetta","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Front Driver Left Plastic Bumper Cover Retainer for Volkswagen Jetta 2022-2024"
"v1|167701363953|0","2020","Audi","S7","MPN_FOUND_IN_TITLE_TOKEN","UNDETERMINED","false","listing_no_aces","AUDI A7 LH AIR CLEANER DUCT/HOS C8/4K, 4K8121333D"
"v1|326251726175|0","2021","Nissan","Rogue","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","NEW OEM Genuine Nissan 2021-2023 Rogue Parking Sensor Cover Cap Trim 28533-6RA0B"
"v1|335329609065|0","2011","Volvo","XC60","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","1x New Hood Latch Lock Release Cable 31297545 For 2010-2017 Volvo XC60 Front/"
"v1|286426816755|0","2014","Infiniti","Q50","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Bumper Reflector For Nissan Altima 19-24 Replace Rear Driver Side CAPA Certified"
"v1|366534686596|0","2022","Acura","MDX","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","2022-2024 Acura MDX LH Left Driver Side Rear Door OEM"
"v1|326486137101|0","2019","Ram","1500","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","CHRYSLER OEM 02-25 1500 Classic Bumper Components-Mount Bracket Nut 6101678"
"v1|257455856307|0","2014","Cadillac","ATS","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Genuine GM Front Upper Grille 22976330"
"v1|325019799527|0","2017","Buick","Envision","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","MEYLE Tie Rod End Front RH Axle For NISSAN Micra C+C III RENAULT 7701475843"
"v1|405468631267|0","2019","Subaru","Impreza","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Front Bumper Lower Grille Intake Cover For 2017-2019 Subaru Impreza 57731FL30A"
"v1|137225847409|0","2018","Chevrolet","Silverado","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","OEM 2015 - 2020 GMC Sierra Hood Allison Transmission Duramax Emblem 84690480"
"v1|377234003025|0","2020","Kia","Forte","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","For Kia Carnival 2022-2026 Kia 92173F2000 Headlight Fastener Clip"
"v1|358143643820|0","2025","Genesis","GV70","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","OEM Parking Sensor fits 99310-AR000 99310-AR100 99310-Q0000 99310-Q5000 Black"
"v1|177876538647|0","2023","Tesla","Model 3","EXACT_MPN_MATCH","UNDETERMINED","false","our_vcdb_unresolved","Front Passenger Side Fender For 2017-2023 Tesla Model 3 TA1241100 1081400E0D"
"v1|318146164869|0","2019","Jeep","Grand","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine Mopar Lift-Gate Nameplate 68236144AB"
"v1|137325217646|0","2024","GMC","Sierra","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Genuine GM Black Rear Driver Side Pickup Box Paint Protector 84660786"
"v1|375983768961|0","2020","Honda","CR-V","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","1. PC Cruise Control Distance Radar Sensor For 2020-2022 Honda CR-V 36801TNYA03"
"v1|336603047133|0","2020","Ford","F-150","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","FORD OEM 15-16 F-150 Rear Fender Panel-Bed-Panel Extension Right FL3Z9900374A"
"v1|298432471847|0","2021","BMW","X1","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Rear Right Door For BMW X1 F48 Diesel 2019 41007461352"
"v1|389641252784|0","2018","Mazda","CX-3","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","LED For Mazda 2016-2022 CX-3/ 17-23 CX-5/ 17-2018 3/ 2017 6 MA2592128 MA2593128"
"v1|285936083891|0","2021","Toyota","Corolla","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","5x Front Bumper Fender Liner Fastening Clips For Toyota-Camry 2018 53879-02150"
"v1|137150563790|0","2008","Scion","xD","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","LEXUS 1992-2003 SC300 SC400 OEM LEFT OR RIGHT MUFFLER EXHAUST TAIL PIPE TIP"
"v1|176795057768|0","2019","Dodge","Durango","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Front Bumper Trim Kit For 2018 Dodge Durango GT"
"v1|137192631012|0","2020","Hyundai","Kona","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine Hyundai License Bracket 86519-J9010"
"v1|155974161688|0","2018","Lexus","NX","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine OEM Rear Parking Aid Sensor Housing For Lexus ES300h ES350"
"v1|135587818505|0","2019","Mercedes-Benz","C-Class","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","A2058882060 Front Grille for MB C-Class W205 2017-2019"
"v1|126905453552|0","2020","Chrysler","Pacifica","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Radiator Support Lower Tie Bar Closure Panel For 17-25 Chrysler Pacifica Voyager"
"v1|406442190009|0","2021","Volkswagen","Tiguan","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Mobil 1 ESP X2 Full Synthetic Motor Oil 0W-20, 1 Quart, Case of 6 DIESEL"
"v1|157983079510|0","2020","Audi","A4","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Fits 2018-2021 Audi S4 S5 Sportback Radiator Support Core #8W0805594E AU1225136"
"v1|358518928223|0","2021","Nissan","Rogue","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","28533-6RA0B NEW OEM Genuine Nissan 2021-2023 Rogue Parking Sensor Cover Cap Trim"
"v1|227203387963|0","2011","Volvo","XC60","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Front Hood Latch Lock Release Cable Fit for 2010-2017 Volvo XC60 31297545"
"v1|276677886512|0","2014","Infiniti","Q50","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","CAPA for 2013-2020 Pathfinder Rear Left Corner Lights Red Plastic 26565-JJ90A C"
"v1|318567513857|0","2022","Acura","MDX","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","2022-2024 Acura MDX LH Left Driver Side Rear Door OEM"
"v1|236907634278|0","2019","Ram","1500","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","For Ram 1500 2011-2025 Ram 6101678 Bumper Face Bar Nut"
"v1|406851370203|0","2014","Cadillac","ATS","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Genuine GM Front Upper Grille 22976330"
"v1|375707363051|0","2017","Buick","Envision","EXACT_MPN_MATCH","UNDETERMINED","false","aligned_und","Pair Tie Track Rod End Left Right FOR RENAULT MODUS 1.2 1.4 1.5 1.6 04->ON Apec"
"v1|137197735944|0","2019","Subaru","Impreza","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Genuine Subaru Lower Grille 57731FL30A"
"v1|206404573301|0","2018","Chevrolet","Silverado","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine GM Hood Emblem 84690480"
"v1|366237434379|0","2020","Kia","Forte","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","2017 2022 Hyundai Kia Genesis - Headlamp Mount Retainer Clip 92173-F2000"
"v1|358124129327|0","2025","Genesis","GV70","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","OEM 2022-2025 Genesis Electrified GV70 Front Outer Parking Sensor 99310-AR000CA"
"v1|354440905044|0","2023","Tesla","Model 3","EXACT_MPN_MATCH","UNDETERMINED","false","our_vcdb_unresolved","Fender For Tesla Model 3 2017-2023 Front Passenger Side"
"v1|358743965400|0","2019","Jeep","Grand","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine Mopar Lift-Gate Nameplate 68236144AB"
"v1|127912120356|0","2024","GMC","Sierra","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Genuine GM Black Rear Driver Side Pickup Box Paint Protector 84660786"
"v1|277570308310|0","2020","Honda","CR-V","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","OEM 2020 2021 2022 Honda CR-V Cruise Control Radar Distance Sensor 36801-TNY-A03"
"v1|227251524295|0","2020","Ford","F-150","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","FORD OEM 15-16 F-150 Rear Fender Panel-Bed-Panel Extension Right FL3Z9900374A"
"v1|306394752200|0","2021","BMW","X1","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","2016 - 2022 BMW X1 F48 REAR RIGHT PASSENGER SIDE DOOR SHELL PANEL OEM"
"v1|397698169194|0","2017","Mazda","3","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","For Mazda 3 2017-2018 Alzare Front Tow Hook Cover Standard Line"
"v1|407057785764|0","2021","Toyota","Corolla","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","5 Pair Front Bumper Fender Liner Fastening Clips For 2018-2021 Toyota-Corolla"
"v1|296529336797|0","2008","Scion","xD","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","GENUINE TOYOTA & LEXUS 1740874080 BAFFLE SUB EXHAUST TAIL PIPE 17408-74080"
"v1|147311547485|0","2019","Dodge","Durango","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Genuine Mopar Fascia Applique 68377772AA"
"v1|144145579161|0","2020","Hyundai","Kona","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Front License Plate Bracket fits 2018 2019 2020 2021 Hyundai Kona"
"v1|306942810485|0","2018","Lexus","NX","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Toyota Camry Avalon Lexus ES350 NX300 OEM Parking Sensor Retainer 89348-06050 "
"v1|374978240830|0","2019","Mercedes-Benz","C-Class","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Front Bumper Cover For 2019-2023 Mercedes C300 Primed with AMG Styling Package"
"v1|137477653534|0","2020","Chrysler","Pacifica","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Front Radiator Support Assembly For 2020-22 Voyager 2017-2022 Chrysler Pacifica"
"v1|396816285437|0","2021","Volkswagen","Tiguan","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Rear Brake Drum Kit Skylark Beretta Cavalier Fits For 1995-2002 Pontiac Sunfire"
"v1|356068456728|0","2020","Audi","A4","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","1x Radiator Support Core Fits For Audi A4 allroad Quattro 2017-20 8W0805594E"
"v1|406831119928|0","2021","Nissan","Rogue","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","28533-6RA0B NEW OEM Genuine Nissan 2021-2023 Rogue sensor cover never opened "
"v1|257202096902|0","2011","Volvo","XC60","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","Car Hood Latch Release Cable Fit for Volvo XC60 2010-2016 No.31297545 Black"
"v1|176619961433|0","2014","Infiniti","Q50","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","CAPA for 2013-2020 Pathfinder Rear Left Corner Lights Red Plastic 26565-JJ90A C"
"v1|366534726715|0","2022","Acura","MDX","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","2022-2024 Acura MDX LH Left Driver Side Rear Door OEM"
"v1|316618297482|0","2019","Ram","1500","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","CHRYSLER OEM 02-25 1500 Classic Bumper Components-Mount Bracket Nut 6101678"
"v1|318310479741|0","2014","Cadillac","ATS","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","GM OEM 13-14 ATS Front Bumper Grille Grille Components-Grille Assy 22976330"
"v1|126697011114|0","2005","Buick","LaCrosse","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","A-Premium Front Left Exterior Door Handle for Chevy Impala 06-13 Buick LaCrosse"
"v1|389856337152|0","2019","Subaru","Impreza","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","For 2017-2019 Subaru Impreza 57731FL30A Front Bumper Lower Grille Intake Cover"
"v1|266394164626|0","2018","Chevrolet","Silverado","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","2015-2019 SILVERADO SIERRA ""DURAMAX ALLISON"" HOOD EMBLEM NEW GM 84690480"
"v1|375868432030|0","2024","Kia","K5","EXACT_MPN_MATCH","COMPATIBLE","false","aligned_compat","OEM NEW 2004-2020 Kia Optima Niro Sedona Left Front Upper (1) Rivet 1416003130"
"v1|156288518293|0","2025","Genesis","GV70","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","⭐Genuine⭐ P.A.S Ultrasonic Sensor 99310AR000CA for Hyundai Genesis"
"v1|196056997282|0","2023","Tesla","Model 3","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Tesla Model 3 FRONT FENDER RIGHT PASSENGER SIDE 2017 - 2023 1081400-E0-D"
"v1|358630838537|0","2019","Jeep","Grand","EXACT_MPN_MATCH","UNDETERMINED","false","listing_no_aces","Genuine Mopar Lift-Gate Nameplate 68236144AB"
"v1|257546546419|0","2024","GMC","Sierra","EXACT_MPN_MATCH","NOT_COMPATIBLE","true","aligned_not","Genuine GM Black Rear Driver Side Pickup Box Paint Protector 84660786"
